ref,codigo,descripcion,valor,tipo
881201,311117,ULTRASONOGRAFIA DIAGNOSTICA CEREBRAL TRANSFONTANELAR CON TRANSDUCTOR DE 7.MHZ O MAS,35170,diagnostico
311117,881112,ULTRASONOGRAFIA DIAGNOSTICA CEREBRAL TRANSFONTANELAR CON TRANSDUCTOR DE 7.MHZ O MAS,35170,diagnostico
881112,311118,ULTRASONOGRAFIA DE ABDOMEN: PILORO,22650,diagnostico
311118,881313,ULTRASONOGRAFIA DE ABDOMEN: PILORO,22650,diagnostico
881313,311119,ULTRASONOGRAFÍA DE PROSTATA TRANSRECTAL,57625,diagnostico
311119,881502,ULTRASONOGRAFÍA DE PROSTATA TRANSRECTAL,57625,diagnostico
881502,313120,GUIA ECOGRAFICA PARA PROCEDIMIENTOS DIAGNOSTICOS DE MAMA-ACR,35350,diagnostico
313120,881220,GUIA ECOGRAFICA PARA PROCEDIMIENTOS DIAGNOSTICOS DE MAMA-ACR,35350,diagnostico
881220,313120,ULTRASONOGRAFIA DEL ABDOMEN Y PELVIS COMO GUIA DE PROCEDIMIENTO QUIRURGICO O INTERVENCIONISTA (55),31985,diagnostico
313120,881390,ULTRASONOGRAFIA DEL ABDOMEN Y PELVIS COMO GUIA DE PROCEDIMIENTO QUIRURGICO O INTERVENCIONISTA (55),31985,diagnostico
881390,311125,"ULTRASONOGRAFIA DE VIAS URINARIAS (RIÑONES, VEJIGA Y PROSTATA TRANSABDOMINAL) (62)",30190,diagnostico
311125,881332,"ULTRASONOGRAFIA DE VIAS URINARIAS (RIÑONES, VEJIGA Y PROSTATA TRANSABDOMINAL) (62)",30190,diagnostico
881332,311125,ULTRASONOGRAFÍA DE PROSTATA TRANSABDOMINAL (62),30190,diagnostico
311125,881501,ULTRASONOGRAFÍA DE PROSTATA TRANSABDOMINAL (62),30190,diagnostico
881501,313126,ULTRASONOGRAFÍA PELVICA GINECOLOGICA: HISTEROSONOGRAFIA O HISTEROSALPINGOSONOGRAFIA (203),57020,diagnostico
313126,881410,ULTRASONOGRAFÍA PELVICA GINECOLOGICA: HISTEROSONOGRAFIA O HISTEROSALPINGOSONOGRAFIA (203),57020,diagnostico
312230,882298,DOPPLER OBSTETRICO CON EVALUACION DE CIRCULACION PLACENTARIA,41580,diagnostico
882298,312231,DOPPLER DE AORTA ABDOMINAL,85150,diagnostico
312231,882210,DOPPLER DE AORTA ABDOMINAL,85150,diagnostico
882210,312231,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE AORTA ABDOMINAL,85150,diagnostico
312231,882211,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE AORTA ABDOMINAL,85150,diagnostico
882211,312231,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE AORTA ABDOMINAL A COLOR,110695,diagnostico
312231,882212,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE AORTA ABDOMINAL A COLOR,110695,diagnostico
882212,312231,DOPPLER DE VENA CAVA,85150,diagnostico
312231,882250,DOPPLER DE VENA CAVA,85150,diagnostico
882250,312231,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VENA CAVA,85150,diagnostico
312231,882251,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VENA CAVA,85150,diagnostico
882251,312231,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VENA CAVA A COLOR,110695,diagnostico
312231,882252,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VENA CAVA A COLOR,110695,diagnostico
882252,312231,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO EN MASAS ABDOMINALES,85150,diagnostico
312231,882291,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO EN MASAS ABDOMINALES,85150,diagnostico
882291,312231,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO EN MASAS PELVICAS,85150,diagnostico
312231,882293,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO EN MASAS PELVICAS,85150,diagnostico
882293,312232,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO EN HIPERTENSION PORTAL,77480,diagnostico
312232,882295,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] CON EVALUACION DE FLUJO SANGUINEO EN HIPERTENSION PORTAL,77480,diagnostico
882295,312233,"DOPPLER DE VASOS DEL CUELLO (CAROTIDAS, VERTEBRALES, YUGULAR)",69805,diagnostico
312233,882110,"DOPPLER DE VASOS DEL CUELLO (CAROTIDAS, VERTEBRALES, YUGULAR)",69805,diagnostico
882110,312233,"DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS DEL CUELLO (CAROTIDAS, VERTEBRALES, YUGULAR)",69805,diagnostico
312233,882111,"DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS DEL CUELLO (CAROTIDAS, VERTEBRALES, YUGULAR)",69805,diagnostico
882111,312233,"DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS DELCUELLO (CAROTIDAS, VERTEBRALES, YUGULAR) A COLOR",90747,diagnostico
312233,882112,"DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS DELCUELLO (CAROTIDAS, VERTEBRALES, YUGULAR) A COLOR",90747,diagnostico
882112,312233,DOPPLER DE OTROS VASOS PERIFERICOS DEL CUELLO NCOC **,69805,diagnostico
312233,882130,DOPPLER DE OTROS VASOS PERIFERICOS DEL CUELLO NCOC **,69805,diagnostico
882130,312233,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS VASOS PERIFERICOS DEL CUELLO NCOC,69805,diagnostico
312233,882131,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS VASOS PERIFERICOS DEL CUELLO NCOC,69805,diagnostico
882131,312233,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS VASOS PERIFERICOS DEL CUELLO A COLOR NCOC,69805,diagnostico
312233,882132,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS VASOS PERIFERICOS DEL CUELLO A COLOR NCOC,69805,diagnostico
882132,312234,DOPPLER TRANSCRANEAL,105715,diagnostico
312234,882101,DOPPLER TRANSCRANEAL,105715,diagnostico
882101,312234,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] TRANSCRANEAL,105715,diagnostico
312234,882102,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] TRANSCRANEAL,105715,diagnostico
882102,312234,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] TRANSCRANEAL A COLOR,137430,diagnostico
312234,882103,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] TRANSCRANEAL A COLOR,137430,diagnostico
882103,312235,DOPPLER DE VASOS ARTERIALES DE MIEMBROS SUPERIORES,94475,diagnostico
312235,882310,DOPPLER DE VASOS ARTERIALES DE MIEMBROS SUPERIORES,94475,diagnostico
882310,312235,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS SUPERIORES,94475,diagnostico
312235,882312,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS SUPERIORES,94475,diagnostico
882312,312235,DOPPLER DE VASOS ARTERIALES DE MIEMBROS INFERIORES,94475,diagnostico
312235,882330,DOPPLER DE VASOS ARTERIALES DE MIEMBROS INFERIORES,94475,diagnostico
882330,312235,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS INFERIORES,94475,diagnostico
312235,882332,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS INFERIORES,94475,diagnostico
882332,312235,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS INFERIORES A COLOR,94475,diagnostico
312235,882334,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ARTERIALES DE MIEMBROS INFERIORES A COLOR,94475,diagnostico
882334,312236,DOPPLER DE VASOS VENOSOS DE MIEMBROS SUPERIORES,81750,diagnostico
312236,882311,DOPPLER DE VASOS VENOSOS DE MIEMBROS SUPERIORES,81750,diagnostico
882311,312236,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS SUPERIORES A COLOR,106275,diagnostico
312236,882313,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS SUPERIORES A COLOR,106275,diagnostico
882313,312236,DOPPLER DE VASOS VENOSOS DE MIEMBROS INFERIORES,81750,diagnostico
312236,882331,DOPPLER DE VASOS VENOSOS DE MIEMBROS INFERIORES,81750,diagnostico
882331,312236,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS INFERIORES,81750,diagnostico
312236,882333,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS VENOSOS DE MIEMBROS INFERIORES,81750,diagnostico
882333,312238,ULTRASONOGRAFÍA TESTICULAR CON ANALISIS DOPPLER,36175,diagnostico
312238,881511,ULTRASONOGRAFÍA TESTICULAR CON ANALISIS DOPPLER,36175,diagnostico
881511,312238,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS DEL PENE,36175,diagnostico
312238,882271,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS DEL PENE,36175,diagnostico
882271,312238,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ESCROTALES,36175,diagnostico
312238,882281,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ESCROTALES,36175,diagnostico
882281,312240,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE RIÑON TRASPLANTADO,48545,diagnostico
312240,882610,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE RIÑON TRASPLANTADO,48545,diagnostico
882610,312240,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE RIÑON TRASPLANTADO A COLOR,63109,diagnostico
312240,882611,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE RIÑON TRASPLANTADO A COLOR,63109,diagnostico
882611,312241,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS ORGANOS TRANSPLANTADOS SOD,59180,diagnostico
312241,882600,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE OTROS ORGANOS TRANSPLANTADOS SOD,59180,diagnostico
882600,312242,ULTRASONOGRAFIA DIAGNOSTICA CEREBRAL TRANSFONTANELAR CON ANALISIS DOPPLER,75585,diagnostico
312242,881118,ULTRASONOGRAFIA DIAGNOSTICA CEREBRAL TRANSFONTANELAR CON ANALISIS DOPPLER,75585,diagnostico
881118,312244,DOPPLER TRANSCRANEAL CON MONITOREO DE 24 HORAS,237925,diagnostico
312244,882105,DOPPLER TRANSCRANEAL CON MONITOREO DE 24 HORAS,237925,diagnostico
882105,312245,"DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS OCULARES (ARTERIA Y VENA CENTRAL DE RETINA, ARTERIA OFTALMICA Y VASOS CILIARES) A COLOR",90636,diagnostico
312245,951321,"DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS OCULARES (ARTERIA Y VENA CENTRAL DE RETINA, ARTERIA OFTALMICA Y VASOS CILIARES) A COLOR",90636,diagnostico
951321,312246,DOPPLER DE VASOS ABDOMINALES Y/O PELVICOS NCOC **,69805,diagnostico
312246,882201,DOPPLER DE VASOS ABDOMINALES Y/O PELVICOS NCOC **,69805,diagnostico
882201,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ABDOMINALES Y/O PELVICOS NCOC **,69805,diagnostico
312246,882202,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ABDOMINALES Y/O PELVICOS NCOC **,69805,diagnostico
882202,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ABDOMINALES Y/O PELVICOS NCOC A COLOR,90747,diagnostico
312246,882203,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE VASOS ABDOMINALES Y/O PELVICOS NCOC A COLOR,90747,diagnostico
882203,312246,DOPPLER DE VASOS RENALES,69805,diagnostico
312246,882220,DOPPLER DE VASOS RENALES,69805,diagnostico
882220,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS RENALES,69805,diagnostico
312246,882221,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS RENALES,69805,diagnostico
882221,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS RENALES A COLOR,90747,diagnostico
312246,882222,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS RENALES A COLOR,90747,diagnostico
882222,312246,DOPPLER DE ARTERIAS MESENTERICAS,69805,diagnostico
312246,882230,DOPPLER DE ARTERIAS MESENTERICAS,69805,diagnostico
882230,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS MESENTERICAS,69805,diagnostico
312246,882231,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS MESENTERICAS,69805,diagnostico
882231,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS MESENTERICAS A COLOR,90747,diagnostico
312246,882232,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS MESENTERICAS A COLOR,90747,diagnostico
882232,312246,DOPPLER DE TRONCO CELIACO,69805,diagnostico
312246,882240,DOPPLER DE TRONCO CELIACO,69805,diagnostico
882240,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE TRONCO CELIACO,69805,diagnostico
312246,882241,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE TRONCO CELIACO,69805,diagnostico
882241,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE TRONCO CELIACO A COLOR,90747,diagnostico
312246,882242,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE TRONCO CELIACO A COLOR,90747,diagnostico
882242,312246,DOPPLER DE ARTERIAS ILIACAS,69805,diagnostico
312246,882260,DOPPLER DE ARTERIAS ILIACAS,69805,diagnostico
882260,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS ILIACAS,69805,diagnostico
312246,882261,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS ILIACAS,69805,diagnostico
882261,312246,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS ILIACAS A COLOR,90747,diagnostico
312246,882262,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] DE ARTERIAS ILIACAS A COLOR,90747,diagnostico
882262,313247,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] COMO GUIA EN COLOCACION DE CATETERES,100710,diagnostico
313247,882840,DUPLEX SCANNING [DOPPLER- ECOGRAFIA] COMO GUIA EN COLOCACION DE CATETERES,100710,diagnostico
882840,M31213,E31213,56910,diagnostico
312401,951800,OCULOPLETISMOGRAFIA SOD,41580,diagnostico
951800,312402,PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS SUPERIORES,41580,diagnostico
312402,882305,PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS SUPERIORES,41580,diagnostico
882305,312402,PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS SUPERIORES,41580,diagnostico
312402,882306,PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS SUPERIORES,41580,diagnostico
882306,312402,PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS INFERIORES,41580,diagnostico
312402,882325,PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS INFERIORES,41580,diagnostico
882325,312402,PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS INFERIORES,41580,diagnostico
312402,882326,PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS INFERIORES,41580,diagnostico
882326,312402,PLETISMOGRAFIA VENOSA CUANTITATIVA DE MIEMBROS INFERIORES (APG),41580,diagnostico
312402,882350,PLETISMOGRAFIA VENOSA CUANTITATIVA DE MIEMBROS INFERIORES (APG),41580,diagnostico
882350,312403,"PLETISMOGRAFIA ARTERIAL DE MIEMBROS INFERIORES, POST EJERCICIO",70680,diagnostico
312403,882340,"PLETISMOGRAFIA ARTERIAL DE MIEMBROS INFERIORES, POST EJERCICIO",70680,diagnostico
882340,312404,PLETISMOGRAFIA ARTERIAL PENEANA,41580,diagnostico
312404,882270,PLETISMOGRAFIA ARTERIAL PENEANA,41580,diagnostico
882270,312405,MEDICION DE PRESIONES SEGMENTARIAS E INDICES ARTERIALES CON DOPPLER,70680,diagnostico
312405,882390,MEDICION DE PRESIONES SEGMENTARIAS E INDICES ARTERIALES CON DOPPLER,70680,diagnostico
882390,313301,RESONANCIA NUCLEAR MAGNETICA DE CEREBRO,366035,diagnostico
313301,883101,RESONANCIA NUCLEAR MAGNETICA DE CEREBRO,366035,diagnostico
883101,313302,RESONANCIA NUCLEAR MAGNETICA DE ORBITAS,366035,diagnostico
313302,883103,RESONANCIA NUCLEAR MAGNETICA DE ORBITAS,366035,diagnostico
883103,313303,RESONANCIA NUCLEAR MAGNETICA DE BASE DE CRANEO-SILLA TURCA,366035,diagnostico
313303,883102,RESONANCIA NUCLEAR MAGNETICA DE BASE DE CRANEO-SILLA TURCA,366035,diagnostico
883102,313304,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA CERVICAL SIMPLE,366035,diagnostico
313304,883210,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA CERVICAL SIMPLE,366035,diagnostico
883210,313305,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA TORACICA SIMPLE,366035,diagnostico
313305,883220,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA TORACICA SIMPLE,366035,diagnostico
883220,313306,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA LUMBOSACRA SIMPLE,366035,diagnostico
313306,883230,RESONANCIA NUCLEAR MAGNETICA DE COLUMNA LUMBOSACRA SIMPLE,366035,diagnostico
883230,313307,RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL,366035,diagnostico
313307,883301,RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL,366035,diagnostico
883301,313307,RESONANCIA NUCLEAR MAGNETICA DE TORAX CON PROYECCIONES DECUBITO LATERAL O CON BUCKY,366035,diagnostico
313307,883302,RESONANCIA NUCLEAR MAGNETICA DE TORAX CON PROYECCIONES DECUBITO LATERAL O CON BUCKY,366035,diagnostico
883302,313307,"RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL, CON FLUOROSCOPIA",455995,diagnostico
313307,883304,"RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL, CON FLUOROSCOPIA",455995,diagnostico
883304,313307,RESONANCIA NUCLEAR MAGNETICA DE TORAX Y APARATO CARDIOVASCULAR,366035,diagnostico
313307,883306,RESONANCIA NUCLEAR MAGNETICA DE TORAX Y APARATO CARDIOVASCULAR,366035,diagnostico
883306,313307,RESONANCIA NUCLEAR MAGNETICA DE CORAZON CON VALORACION DE LA MORFOLOGIA,366035,diagnostico
313307,883321,RESONANCIA NUCLEAR MAGNETICA DE CORAZON CON VALORACION DE LA MORFOLOGIA,366035,diagnostico
883321,313308,RESONANCIA NUCLEAR MAGNETICA DE ABDOMEN,366035,diagnostico
313308,883401,RESONANCIA NUCLEAR MAGNETICA DE ABDOMEN,366035,diagnostico
883401,313309,RESONANCIA NUCLEAR MAGNETICA DE PELVIS,366035,diagnostico
313309,883440,RESONANCIA NUCLEAR MAGNETICA DE PELVIS,366035,diagnostico
883440,313310,ANGIORRESONANCIA DE TORAX (SIN INCLUIR CORAZON),388610,diagnostico
313310,883341,ANGIORRESONANCIA DE TORAX (SIN INCLUIR CORAZON),388610,diagnostico
883341,313310,ANGIORRESONANCIA DE ABDOMEN SIMPLE,388610,diagnostico
313310,883410,ANGIORRESONANCIA DE ABDOMEN SIMPLE,388610,diagnostico
883410,313310,ANGIORRESONANCIA DE PELVIS SIMPLE,388610,diagnostico
313310,883450,ANGIORRESONANCIA DE PELVIS SIMPLE,388610,diagnostico
883450,313310,ANGIORRESONANCIA DE LA EXTREMIDAD INFERIOR SIMPLE,388610,diagnostico
313310,883540,ANGIORRESONANCIA DE LA EXTREMIDAD INFERIOR SIMPLE,388610,diagnostico
883540,313310,ANGIORRESONANCIA DE MIEMBRO SUPERIOR SIMPLE,388610,diagnostico
313310,883550,ANGIORRESONANCIA DE MIEMBRO SUPERIOR SIMPLE,388610,diagnostico
883550,313311,RESONANCIA NUCLEAR MAGNETICA DE SISTEMA MUSCULO ESQUELETICO NCOC,366035,diagnostico
313311,883590,RESONANCIA NUCLEAR MAGNETICA DE SISTEMA MUSCULO ESQUELETICO NCOC,366035,diagnostico
883590,313312,"RESONANCIA NUCLEAR MAGNETICA DE MIEMBRO SUPERIOR, SIN INCLUIR ARTICULACIONES",280620,diagnostico
313312,883511,"RESONANCIA NUCLEAR MAGNETICA DE MIEMBRO SUPERIOR, SIN INCLUIR ARTICULACIONES",280620,diagnostico
883511,313312,"RESONANCIA NUCLEAR MAGNETICA DE ARTICULACIONES DE MIEMBRO SUPERIOR (CODO, HOMBRO Y/O PUÑO)",280620,diagnostico
313312,883512,"RESONANCIA NUCLEAR MAGNETICA DE ARTICULACIONES DE MIEMBRO SUPERIOR (CODO, HOMBRO Y/O PUÑO)",280620,diagnostico
883512,313312,RESONANCIA NUCLEAR MAGNETICA DE MIEMBRO INFERIOR SIN INCLUIR ARTICULACIONES,280620,diagnostico
313312,883521,RESONANCIA NUCLEAR MAGNETICA DE MIEMBRO INFERIOR SIN INCLUIR ARTICULACIONES,280620,diagnostico
883521,313312,"RESONANCIA NUCLEAR MAGNETICA DE ARTICULACIONES DE MIEMBRO INFERIOR (PELVIS. RODILLA, PIE Y/O CUELLO DE PIE)",280620,diagnostico
313312,883522,"RESONANCIA NUCLEAR MAGNETICA DE ARTICULACIONES DE MIEMBRO INFERIOR (PELVIS. RODILLA, PIE Y/O CUELLO DE PIE)",280620,diagnostico
883522,313313,RESONANCIA NUCLEAR MAGNETICA DE ARTICULACION TEMPOROMANDIBULAR,280620,diagnostico
313313,883105,RESONANCIA NUCLEAR MAGNETICA DE ARTICULACION TEMPOROMANDIBULAR,280620,diagnostico
883105,313314,RESONANCIA NUCLEAR MAGNETICA DE ARTICULACIONES COMPARATIVAS,388610,diagnostico
313314,883545,RESONANCIA NUCLEAR MAGNETICA DE ARTICULACIONES COMPARATIVAS,388610,diagnostico
883545,313315,RESONANCIA NUCLEAR MAGNETICA DE MAMA,263410,diagnostico
313315,883351,RESONANCIA NUCLEAR MAGNETICA DE MAMA,263410,diagnostico
883351,313317,RESONANCIA NUCLEAR MAGNETICA DE MEDULA OSEA [ESTUDIO DE SUPLENCIA VASCULAR],388610,diagnostico
313317,883701,RESONANCIA NUCLEAR MAGNETICA DE MEDULA OSEA [ESTUDIO DE SUPLENCIA VASCULAR],388610,diagnostico
883701,313318,CINEANGIOGRAFIA,345525,diagnostico
313318,887002,CINEANGIOGRAFIA,345525,diagnostico
887002,313319,RESONANCIA NUCLEAR MAGNETICA DE PARES CRANEANOS,274175,diagnostico
313319,883108,RESONANCIA NUCLEAR MAGNETICA DE PARES CRANEANOS,274175,diagnostico
883108,313320,RESONANCIA NUCLEAR MAGNETICA DE VIAS BILIARES,274175,diagnostico
313320,883430,RESONANCIA NUCLEAR MAGNETICA DE VIAS BILIARES,274175,diagnostico
883430,313320,COLANGIOGRAFIA CON RESONANCIA NUCLEAR MAGNETICA,274175,diagnostico
313320,883434,COLANGIOGRAFIA CON RESONANCIA NUCLEAR MAGNETICA,274175,diagnostico
883434,313321,RESONANCIA NUCLEAR MAGNETICA DE PLEJO BRAQUIAL,274175,diagnostico
313321,883560,RESONANCIA NUCLEAR MAGNETICA DE PLEJO BRAQUIAL,274175,diagnostico
920201,22102,GAMAGRAFIA DE TIROIDES,47375,diagnostico
920202,22103,RECORRIDO CORPORAL CON I-131 (RASTREO DE METASTASIS),116900,diagnostico
920203,22104,GAMAGRAFÍA CON METAIODO BENCILGUANIDINA (MIBG),273475,diagnostico
920204,22105,TERAPIA CON RADIOISOTOPOS SOD (119),139155,diagnostico
922800,22107,GAMAGRAFIA DE GLANDULAS PARATIROIDES O TETROFOSMIN,271915,diagnostico
920208,22108,PRUEBA DE SUPRESION,75805,diagnostico
920209,22109,PRUEBA DE PERCLORATO,67640,diagnostico
920210,22110,GAMAGRAFIA DE SUPRARRENAL CON IODO COLESTEROL,172960,diagnostico
920211,22112,TERAPIA CON METAIODOBENCILGUANIDINA SUPRARRENAL,274430,diagnostico
922810,22113,GAMAGRAFIA CON OCTREOTIDE,179010,diagnostico
920214,22201,VOLUMEN DE GLOBULOS ROJOS,125655,diagnostico
920508,22202,VIDA MEDIA DE GLOBULOS ROJOS,104355,diagnostico
920509,22203,GAMAGRAFIA ESPLENICA,48660,diagnostico
920501,22204,GAMAGRAFIA DE GANGLIOS LINFATICOS - LINFOGAMAGRAFIA,88960,diagnostico
920503,22205,GAMAGRAFIA DE MEDULA OSEA,89390,diagnostico
920502,22206,GAMAGRAFÍA CON LEUCOCITOS MARCADOS,289500,diagnostico
920505,22207,MEDICIÓN DE ABSORCIÓN GASTROINTESTINAL DE VITAMINA B12 ( SHILLING),166595,diagnostico
920506,22208,GAMAGRAFÍA DE INFECCION CON HIG,289500,diagnostico
920507,M22203,VOLUMEN PLASMATICO,58860,diagnostico
920511,M22206,GAMAGRAFÍA DE FERROCINETICA,100095,diagnostico
920504,22301,GAMAGRAFIA HEPATOESPLENICA,58505,diagnostico
920701,22302,GAMAGRAFÍA DE POOL SANGUINEO HEPATICO,95040,diagnostico
920707,22303,GAMAGRAFIA HEPATOBILIAR,158520,diagnostico
920702,22304,GAMAGRAFÍA EN HEMORRAGIA DIGESTIVA CON ERITROCITOS MARCADOS,158520,diagnostico
920602,22304,GAMAGRAFÍA EN HEMORRAGIA DIGESTIVA CON COLOIDE,158520,diagnostico
920603,22305,GAMAGRAFÍA DE GLANDULAS SALIVARES,52360,diagnostico
920601,22306,GAMAGRAFÍA PARA MUCOSA GASTRICA ECTOPICA.,102790,diagnostico
920604,22307,GAMAGRAFÍA DE REFLUJO GASTROESOFAGICO,77705,diagnostico
920606,22308,GAMAGRAFÍA DE VACIAMIENTO GASTRICO EN FASE SOLIDA,137975,diagnostico
920607,22308,GAMAGRAFÍA DE VACIAMIENTO GASTRICO EN FASE LIQUIDA,127095,diagnostico
920608,22309,GAMAGRAFÍA DE TRANSITO ESOFAGICO,55565,diagnostico
920605,22310,GAMAGRAFÍA DE REFLUJO BILIAR,172515,diagnostico
920708,22401,GAMAGRAFIA CEREBRAL ESTATICA,61200,diagnostico
920101,22402,GAMAGRAFIA CEREBRAL DINAMICA (ESTUDIO DE MUERTE CEREBRAL),53040,diagnostico
920102,22403,CISTERNOGAMAGRAFIA,97495,diagnostico
920103,22404,GAMAGRAFÍA DE DERIVACIONES,60190,diagnostico
920104,22405,GAMAGRAFIA SPECT CEREBRAL,230320,diagnostico
920105,22501,GAMAGRAFIA DE POOL SANGUINEO- COMPARTIMENTOS VASCULARES,69445,diagnostico
920510,22502,VENTRICULOGRAFIA DE PRIMER PASO,73070,diagnostico
920402,22503,VENTRICULOGRAFIA NUCLEAR,91170,diagnostico
920401,22504,VENTRICULOGRAFIA DE VENTRICULO DERECHO,91170,diagnostico
920403,22505,VENTRICULOGRAFIA EN REPOSO,132025,diagnostico
