codigo,descripcion,ref,tipo,uvr,valor
584901,MARSUPIALIZACIÓN DE DIVERTÍCULO URETRAL,09420,quirurgico,80.0,
583230,URETRECTOMÍA SIMPLE POR VIA ABIERTA,584901,quirurgico,110.0,
586101,DILATACIÓN DE URETRA POR URETROTOMÍA EXTERNA,583230,quirurgico,35.0,
586102,DILATACIÓN DE URETRA POR URETROTOMÍA INTERNA,586101,quirurgico,35.0,
583240,"URETRECTOMÍA RADICAL, VÍA ABIERTA",586102,quirurgico,130.0,
584302,CIERRE DE FÍSTULA URETRO-PERINEO-ESCROTAL,583240,quirurgico,100.0,
584303,RESECCIÓN DE FÍSTULA URETROCUTÁNEA,584302,quirurgico,100.0,
584304,CIERRE DE FISTULA URETRO-VAGINAL,584303,quirurgico,100.0,
584305,CIERRE DE FISTULA DE NEOURETRA,584304,quirurgico,100.0,
584301,CIERRE DE FÍSTULA URETRORECTAL,584305,quirurgico,130.0,
584200,CIERRE DE URETROSTOMÍA SOD,584301,quirurgico,30.0,
584401,ANASTOMOSIS DE URETRA-URETRA,584200,quirurgico,120.0,
584402,REVISIÓN DE ANASTOMOSIS DE URETRA,584401,quirurgico,120.0,
584603,URETROPLASTIA PERINEAL,584402,quirurgico,120.0,
597920,URETROPLASTIA DE AMPLIACIÓN,584603,quirurgico,120.0,
584601,URETROPLASTIA TRANSPÚBICA,597920,quirurgico,120.0,
584602,URETROPLASTIA CON OTROS TEJIDOS (CON INJERTO LIBRE DE MUCOSA VESICAL),584601,quirurgico,130.0,
584101,URETRORRAFIA FEMENINA,584602,quirurgico,70.0,
584102,URETRORRAFIA PENEANA,584101,quirurgico,70.0,
584103,URETRORRAFIA PERINEAL,584102,quirurgico,70.0,
578501,PLICATURA DE ESFINTER VESICAL,584103,quirurgico,130.0,
579950,PROCEDIMIENTO ANTI-INCONTINENCIA URINARIA MASCULINA NCOC,578501,quirurgico,130.0,
589110,DRENAJE DE GLÁNDULA BULBOURETRAL,579950,quirurgico,30.0,
589120,INCISIÓN Y DRENAJE DE COLECCIONES PERIURETRALES O URINOSOS,589110,quirurgico,30.0,
589200,ESCISIÓN DE TEJIDO PERIURETRAL SOD,589120,quirurgico,50.0,
583202,"ESCISIÓN DE VALVA CONGÉNITA DE URETRA, VÍA ABIERTA",589200,quirurgico,55.0,
600110,DRENAJE DE COLECCIÓN EN PROSTATA VIA ABIERTA,09501,quirurgico,40.0,
608101,DRENAJE DE COLECCIÓN PERIPROSTÁTICA,600110,quirurgico,40.0,
608201,ESCISIÓN DE LESION DE TEJIDO PERIPROSTÁTICO,608101,quirurgico,40.0,
600200,PROSTATOLITOTOMÍA SOD,608201,quirurgico,95.0,
603100,PROSTATECTOMÍA TRANSVESICAL SOD,600200,quirurgico,200.0,
604000,ADENOMECTOMIA RETROPUBICA SOD,603100,quirurgico,200.0,
604100,PROSTATECTOMÍA TRANSVESICOCAPSULAR SOD,604000,quirurgico,200.0,
605100,PROSTATECTOMIA RADICAL (PROSTATOVESICULECTOMÍA) SOD,604100,quirurgico,250.0,
577130,"ESCISIÓN O REMOCIÓN DE VEJIGA, PRÓSTATA, VESÍCULAS SEMINALES Y TEJIDO GRASO (CISTOPROSTATECTOMIA)",605100,quirurgico,280.0,
609401,CONTROL DE HEMORRAGIA (POSTQUIRÚRGICA) DE PRÓSTATA VIA ABIERTA,577130,quirurgico,150.0,
609301,REVISION Y REPARACION DE CAPSULA VIA TRANSVESICAL,609401,quirurgico,130.0,
601400,BIOPSIA ABIERTA DE VESICULAS SEMINALES SOD,609301,quirurgico,40.0,
607200,VESICULOTOMÍA SEMINAL SOD,601400,quirurgico,40.0,
607301,VESICULECTOMÍA O ESPERMATOCISTECTOMIA,607200,quirurgico,110.0,
612100,REPARACION O ESCISIÓN DE HIDROCELE DE TÚNICA VAGINALIS (HIDROCELECTOMIA) SOD (159),09601,quirurgico,110.0,
631301,HIDROCELECTOMÍA DE CORDON ESPERMATICO VIA INGUINAL (159),612100,quirurgico,55.0,
609100,ASPIRACIÓN PERCUTÁNEA DE PRÓSTATA SOD,631301,quirurgico,35.0,
619100,ASPIRACION PERCUTANEA DE TUNICA VAGINAL (HIDROCELE) SOD,609100,quirurgico,35.0,
619201,DRENAJE DE COLECCION DE TÚNICA VAGINALIS,619100,quirurgico,35.0,
620100,DRENAJE POR INCISIÓN EN TESTÍCULO SOD,619201,quirurgico,35.0,
629100,ASPIRACIÓN DE TESTÍCULO SOD,620100,quirurgico,35.0,
639300,INCISIÓN Y DRENAJE DE CORDÓN ESPERMÁTICO SOD,629100,quirurgico,40.0,
610101,INCISION Y DRENAJE DE ESCROTO Y TUNICA VAGINALIS,639300,quirurgico,40.0,
633200,RESECCION DE HEMATOCELE DE CORDON ESPERMATICO SOD,610101,quirurgico,70.0,
631001,LIGADURA ALTA DE VENA ESPERMÁTICA VIA RETROPERITONEAL,633200,quirurgico,55.0,
631010,VARICOCELECTOMIA CON LIGADURA ALTA DE VENA ESPERMÁTICA,631001,quirurgico,110.0,
631011,VARICOCELECTOMIA CON PRESERVACION DE ARTERIA,631010,quirurgico,110.0,
639100,ASPIRACIÓN DE ESPERMATOCELE SOD,631011,quirurgico,30.0,
644300,CONSTRUCCIÓN ( DE NOVO) DE PENE SOD,639100,quirurgico,300.0,
645100,CIRUGÍA DE GENITALES AMBIGUOS SOD,644300,quirurgico,300.0,
614200,FISTULECTOMÍA DEL ESCROTO SOD,645100,quirurgico,60.0,
613102,FULGURACIÓN DE LESIÓN ESCROTAL,614200,quirurgico,20.0,
613401,RESECCIÓN PARCIAL DEL ESCROTO,613102,quirurgico,80.0,
613402,RESECCIÓN TOTAL DEL ESCROTO,613401,quirurgico,130.0,
614910,RECONSTRUCCIÓN DE ESCROTO CON COLGAJO O INJERTO PEDICULAR,613402,quirurgico,100.0,
623000,ORQUIECTOMÍA (TESTICULO) SOD (85),614910,quirurgico,50.0,
623001,ORQUIECTOMÍA CON EPIDIDIMECTOMIA (RADICAL) (85),623000,quirurgico,100.0,
627100,IMPLANTE DE PRÓTESIS TESTICULAR SOD,623001,quirurgico,40.0,
626100,ORQUIDORRAFIA O SUTURA DE TESTÍCULO SOD,627100,quirurgico,50.0,
625201,IMPLANTACIÓN DEL TESTÍCULO EN TEJIDOS VECINOS,626100,quirurgico,130.0,
625104,FIJACION TESTICULAR PROFILACTICA,625201,quirurgico,50.0,
625101,ORQUIDOPEXIA CON DESTORSIÓN DE TESTÍCULO O DE CORDON ESPERMATICO (22),625104,quirurgico,140.0,
625202,ORQUIDOPEXIA TRANSABDOMINAL,625101,quirurgico,140.0,
625210,ORQUIDOPEXIA CON RECONSTRUCCIÓN DE CANAL INGUINAL (22),625202,quirurgico,140.0,
625220,ORQUIDOPEXIA CON TRANSPOSICION O MOVILIZACION Y SUSTITUCION DE TESTICULO EN ESCROTO (22),625210,quirurgico,140.0,
619202,EXTRACCIÓN DE CUERPO EXTRAÑO DEL ESCROTO POR INCISION,625220,quirurgico,30.0,
629300,EXTRACCIÓN DE CUERPO EXTRAÑO DEL TESTÍCULO SOD,619202,quirurgico,70.0,
639600,EXTRACCIÓN DE CUERPO EXTRAÑO DE CORDÓN ESPERMÁTICO Y EPIDÍDIMO SOD,629300,quirurgico,70.0,
635200,REDUCCIÓN DE TORSIÓN TESTICULAR O CORDÓN ESPERMÁTICO SOD,639600,quirurgico,120.0,
622100,RESECCIÓN DE LESIONES TESTICULARES SOD,635200,quirurgico,60.0,
613101,RESECCION DE QUISTE SEBACEO EN ESCROTO,622100,quirurgico,50.0,
614100,SUTURA DE LACERACIÓN DE ESCROTO Y TÚNICA VAGINALIS SOD,613101,quirurgico,60.0,
637100,LIGADURA O SECCIÓN DE CONDUCTO DEFERENTE SOD,09701,quirurgico,30.0,
637200,LIGADURA DE CORDÓN ESPERMÁTICO SOD,637100,quirurgico,30.0,
637300,VASECTOMÍA SOD,637200,quirurgico,30.0,
634000,EPIDIDIMECTOMÍA SOD,637300,quirurgico,50.0,
638300,EPIDÍDIMOVASOSTOMÍA SOD,634000,quirurgico,130.0,
632100,ESPERMATOCELECTOMÍA O RESECCIÓN QUISTE DEL EPIDÍDIMO SOD,638300,quirurgico,50.0,
639200,INCISIÓN (EPIDIDIMOTOMÍA)Y DRENAJE DEL EPIDÍDIMO SOD,632100,quirurgico,40.0,
638200,RECONSTRUCCIÓN DEL CONDUCTO DEFERENTE SECCIONADO O VASO VASOSTOMÍA SOD,639200,quirurgico,130.0,
636100,VASOTOMÍA SOD,638200,quirurgico,55.0,
649100,CORTE DORSAL O LATERAL EN PREPUCIO SOD (215),09801,quirurgico,30.0,
642100,FULGURACIÓN O RESECCIÓN DE LESIÓNES EN PENE SOD,649100,quirurgico,20.0,
640000,CIRCUNCISIÓN SOD (216),642100,quirurgico,70.0,
644920,PLASTIA DE FRENILLO PENEAL,640000,quirurgico,35.0,
649300,SECCION O CORTE DE ADHERENCIAS PENEANAS SOD,644920,quirurgico,35.0,
643100,AMPUTACIÓN PARCIAL DEL PENE O PENECTOMÍA PARCIAL SOD,649300,quirurgico,85.0,
643200,AMPUTACIÓN TOTAL DEL PENE O PENECTOMÍA TOTAL SOD,643100,quirurgico,130.0,
584500,REPARACION DE EPISPADIAS O HIPOSPADIAS SOD,643200,quirurgico,200.0,
584530,"MAGPI : MEATOPLASTIA, GLANDULOPLASTIA, AVANZAMIENTO",584500,quirurgico,200.0,
644910,ESCISIÓN DE NODULOS DE ENFERMEDAD DE PEYRONIE (23),584530,quirurgico,125.0,
644100,SUTURA DE LACERACIÓN O HERIDA EN PENE SOD,644910,quirurgico,30.0,
649500,INSERCIÓN O REEMPLAZO DE PRÓTESIS INTERNA DE PENE NO INFLABLE (RIGIDA Y SEMIRÍGIDA) SOD,644100,quirurgico,120.0,
649700,INSERCIÓN O SUSTITUCIÓN DE PRÓTESIS DE PENE INFLABLE SOD,649500,quirurgico,120.0,
644400,RECONSTRUCCIÓN PENEANA SOD,649700,quirurgico,130.0,
644500,REIMPLANTE O RECOLOCACION DE PENE SOD,644400,quirurgico,130.0,
649600,RETIRO DE PRÓTESIS PENEANA SOD,644500,quirurgico,40.0,
649804,CORRECCIÓN DE ANGULACIÓN PENEANA,649600,quirurgico,100.0,
644200,LIBERACIÓN DE CORDEE SOD,649804,quirurgico,50.0,
649805,INCISIÓN Y DRENAJE DE FLEGMÓN PENEANO,644200,quirurgico,20.0,
649803,"IRRIGACIÓN, PUNCION O DRENAJE DE CUERPO CAVERNOSO",649805,quirurgico,110.0,
649801,DERIVACIÓN CUERPOCAVERNOSA-CUERPOESPONGIOSA O BULBO-CAVERNOSA,649803,quirurgico,130.0,
649802,DERIVACIÓN CUERPO-SAFENA O SAFENO-CAVERNOSA,649801,quirurgico,130.0,
644930,INYECCION EN PLACAS DE FIBROSIS DE PENE,649802,quirurgico,20.0,
850100,DRENAJE EN MAMA DE COLECCIÓN POR MASTOTOMIA O MAMOTOMIA SOD,10101,quirurgico,30.0,
850201,EXTRACCION DE CUERPO EXTRAÑO DE MAMA POR MASTOTOMIA (217),850100,quirurgico,30.0,
852002,ESCISIÓN SELECTIVA DE CANAL GALACTOFORO,10110,quirurgico,50.0,
852003,ESCISIÓN EN BLOQUE DE CONDUCTOS GALACTOFOROS,852002,quirurgico,50.0,
852100,RESECCION LOCAL DE LESIÓN DE MAMA SOD (218),852003,quirurgico,50.0,
852401,ESCISIÓN DE PEZON ACCESORIO O SUPERNUMERARIO,852100,quirurgico,50.0,
852500,ESCISIÓN DE PEZON SOD,852401,quirurgico,50.0,
854100,MASTECTOMIA SIMPLE UNILATERAL SOD,852500,quirurgico,80.0,
854200,MASTECTOMIA SIMPLE TOTAL BILATERAL SOD,854100,quirurgico,140.0,
854400,MASTECTOMIA SIMPLE AMPLIADA BILATERAL SOD,854200,quirurgico,155.0,
854301,MASTECTOMIA SIMPLE CON ESCISIÓN DE GANGLIOS LINFATICOS REGIONALES,854400,quirurgico,120.0,
853301,MASTECTOMIA SUBCUTANEA CON RECONSTRUCCION SIMULTANEA,854301,quirurgico,80.0,
854501,"ESCISIÓN DE MAMA, MUSCULOS PECTORALES Y GANGLIO LINFATICO REGIONALES",853301,quirurgico,150.0,
854600,MASTECTOMIA RADICAL BILATERAL SOD,854501,quirurgico,265.0,
854701,"ESCISIÓN DE MAMA, MUSCULOS, GANGLIOS LINFATICOS AXILARES, CLAVICULARES, SUPRACLAVICULARES, MAMARIOS INTERNOS Y MEDIASTINICOS)",854600,quirurgico,150.0,
854800,MASTECTOMIA RADICAL AMPLIADA BILATERAL SOD,854701,quirurgico,265.0,
854502,MASTECTOMIA RADICAL MODIFICADA UNILATERAL,854800,quirurgico,140.0,
853101,MAMOPLASTIA DE REDUCCION POR GINECOMASTIA,854502,quirurgico,60.0,
852200,RESECCION DE CUADRANTE DE MAMA SOD,853101,quirurgico,80.0,
852300,MASTECTOMIA SUBTOTAL SOD,852200,quirurgico,80.0,
652401,PUNCIÓN Y DRENAJE DE LESION DE OVARIO POR LAPAROTOMÍA,11101,quirurgico,70.0,
652200,RESECCIÓN CUNEIFORME EN OVARIO SOD,652401,quirurgico,65.0,
652101,CISTECTOMÍA DE OVARIO POR LAPAROTOMÍA,652200,quirurgico,100.0,
652301,RESECCIÓN DE TUMOR DE OVARIO POR LAPAROTOMÍA,652101,quirurgico,100.0,
652801,RESECCIÓN DE QUISTE PARA-OVÁRICO POR LAPAROTOMÍA,652301,quirurgico,110.0,
652410,OFOROSTOMIA,652801,quirurgico,50.0,
653101,OOFORECTOMÍA UNILATERAL POR LAPÀROTOMIA,652410,quirurgico,60.0,
655101,OOFORECTOMÍA BILATERAL POR LAPAROTOMÍA,653101,quirurgico,100.0,
655200,ESCISIÓN DE OVARIO REMANENTE SOLITARIO O ÚNICO SOD,655101,quirurgico,60.0,
653103,OOFORECTOMÍA UNILATERAL CON OMENTECTOMIA POR LAPAROTOMÍA,655200,quirurgico,70.0,
655103,OOFORECTOMÍA BILATERAL CON OMENTECTOMIA POR LAPAROTOMÍA,653103,quirurgico,120.0,
657801,OOFOROPEXIA UNILATERAL POR LAPAROTOMÍA,655103,quirurgico,75.0,
657803,OOFOROPEXIA BILATERAL POR LAPAROTOMÍA,657801,quirurgico,105.0,
652910,CITOREDUCCIÓN DE TUMOR DE OVARIO,657803,quirurgico,125.0,
691910,CITORREDUCCIÓN DE TUMOR DE LIGAMENTO ANCHO O DE LIGAMENTO UTERO SACRO,652910,quirurgico,125.0,
657000,OFOROPLASTIA SOD,691910,quirurgico,55.0,
657100,OOFORORRAFIA SIMPLE SOD,657000,quirurgico,55.0,
664001,SALPINGECTOMÍA UNILATERAL TOTAL POR LAPAROTOMÍA,11201,quirurgico,70.0,
665001,SALPINGECTOMÍA BILATERAL TOTAL POR LAPAROTOMÍA,664001,quirurgico,100.0,
665301,ESCISIÓN DE TROMPA DE FALOPIO REMANENTE,665001,quirurgico,70.0,
666110,ESCISIÓN DE LESION CON SALPINGECTOMÍA PARCIAL,665301,quirurgico,70.0,
669110,SALPINGO-OOFORECTOMÍA UNILATERAL POR LAPAROTOMÍA,666110,quirurgico,100.0,
669130,"ESCISIÓN DE UN OVARIO (REMANENTE, SOLITARIO O ÚNICO) CON RESECCION DE TROMPA",669110,quirurgico,100.0,
669210,SALPINGO-OOFORECTOMÍA BILATERAL POR LAPAROTOMÍA,669130,quirurgico,120.0,
663100,SECCIÓN Y/O LIGADURA DE TROMPAS DE FALOPIO [CIRUGIA DE POMEROY] POR MINILAPAROTOMIA SOD,669210,quirurgico,65.0,
660101,SALPINGOSTOMÍA Y DRENAJE TROMPA DE FALOPIO POR LAPAROTOMÍA (86),663100,quirurgico,100.0,
660201,SALPINGOSTOMÍA POR LAPAROTOMÍA (86),660101,quirurgico,75.0,
667901,SALPINGOPLASTIA (FIMBROPLASTIA) POR LAPAROTOMÍA,660201,quirurgico,125.0,
669410,SALPINGO-OOFOROPLASTIA [OPERACIÓN DE ESTES],667901,quirurgico,110.0,
652901,"LIBERACION O LISIS DE ADHERENCIAS (LEVES, MODERADAS O SEVERAS) DE OVARIO POR LAPAROTOMIA (24)",669410,quirurgico,90.0,
667601,SALPINGOLISIS POR LAPAROTOMIA,652901,quirurgico,90.0,
669901,LIBERACIÓN O LISIS DE ADHERENCIAS DE OVARIO Y TROMPAS DE FALOPIO POR LAPAROTOMIA,667601,quirurgico,90.0,
667101,SUTURA SIMPLE DE TROMPA DE FALOPIO POR LAPAROTOMÍA,669901,quirurgico,50.0,
666210,RESECCIÓN DE LESION EN MESOSALPINX POR LAPAROTOMÍA,11300,quirurgico,110.0,
691110,RESECCION DE TUMOR DE LIGAMENTO ANCHO POR LAPAROTOMIA,666210,quirurgico,110.0,
691130,SECCIÓN DE LIGAMENTO UTERO SACRO POR LAPAROTOMIA,691110,quirurgico,110.0,
691901,DRENAJE DE COLECCION DE LIGAMENTO ANCHO POR LAPAROTOMIA,691130,quirurgico,70.0,
692210,HISTEROPEXIA POR LAPAROTOMÍA,11401,quirurgico,70.0,
692211,HISTEROPEXIA POR LAPAROTOMIA CON SIMPATECTOMIA PRESACRA,692210,quirurgico,120.0,
692110,INTERPOSICION TIPO WATKINS,692211,quirurgico,80.0,
682402,MIOMECTOMÍA UTERINA Y ESCISION DE TUMOR FIBROIDE ( UNICO O MULTIPLE) VIA VAGINAL,692110,quirurgico,100.0,
682401,MIOMECTOMÍA UTERINA Y ESCISION DE TUMOR FIBROIDE (UNICO O MULTIPLE) POR LAPAROTOMÍA,682402,quirurgico,100.0,
699700,RETIRO DE OTRO CUERPO EXTRAÑO PENETRANTE EN CUELLO UTERINO SOD,682401,quirurgico,30.0,
682300,RESECCIÓN DE PÓLIPO ENDOMETRIAL SOD,699700,quirurgico,35.0,
690101,LEGRADO UTERINO GINECOLÓGICO DIAGNÓSTICO,682300,quirurgico,50.0,
690102,LEGRADO UTERINO GINECOLÓGICO TERAPEUTICO,690101,quirurgico,50.0,
674000,AMPUTACIÓN DEL CUELLO UTERINO O TRAQUELECTOMÍA SOD,690102,quirurgico,70.0,
674100,ESCISION DE MUÑON CERVICAL VIA VAGINAL O ABDOMINAL SOD,674000,quirurgico,55.0,
674200,ESCISION DE MUÑON CERVICAL CON REPARACION DEL PISO PELVICO SOD,674100,quirurgico,110.0,
674300,ESCISION DE MUÑON CERVICAL CON COLPORRAFIA ANTERIOR Y POSTERIOR SOD,674200,quirurgico,110.0,
674400,ESCISION DE MUÑON CERVICAL CON CORRECCIÓN DE ENTEROCELE SOD,674300,quirurgico,110.0,
670100,DILATACIÓN Y CURETAJE DE MUÑÓN CERVICAL SOD,674400,quirurgico,20.0,
673401,CONIZACION CON RADIOCIRUGIA (LETZ) BAJO COLPOSCOPIA,670100,quirurgico,80.0,
672001,CONIZACION NCOC,673401,quirurgico,70.0,
675100,CERCLAJE DE ISTMO UTERINO SOD,672001,quirurgico,55.0,
699600,RETIRO DE MATERIAL DE CERCLAJE DE CUELLO UTERINO SOD,675100,quirurgico,30.0,
673101,ESCISIÓN DE PÓLIPO EN CUELLO UTERINO (CERVIX) NCOC **,699600,quirurgico,30.0,
694101,HISTERORRAFIA POR LAPAROTOMÍA (220),11430,quirurgico,80.0,
682201,INCISIÓN O ESCISIÓN DE TABIQUE CONGÉNITO UTERINO POR LAPAROTOMÍA,694101,quirurgico,90.0,
694910,CORRECIÓN DE DESGARRO O LACERACIÓN OBSTÉTRICA ANTIGUAS EN ÚTERO,682201,quirurgico,40.0,
694920,HISTEROPLASTIA [OPERACIÓN DE STRASMAN],694910,quirurgico,150.0,
755100,REPARACION DE DESGARRO OBSTÉTRICO ACTUAL DE CUELLO UTERINO (CERVIX) SOD,694920,quirurgico,40.0,
755200,REPARACION DE DESGARRO OBSTÉTRICO ACTUAL DE CUERPO UTERINO SOD,755100,quirurgico,40.0,
676100,SUTURA DE LACERACIÓN O DESGARRO DE CUELLO UTERINO (CERVIX) SOD,755200,quirurgico,35.0,
676910,CORRECCIÓN DE DESGARRO OBSTÉTRICO ANTIGUO DE CUELLO UTERINO,676100,quirurgico,40.0,
676920,TRAQUELOPLASTIA CON TRAQUELORRAFIA,676910,quirurgico,55.0,
684000,HISTERECTOMÍA TOTAL ABDOMINAL SOD,676920,quirurgico,150.0,
683100,HISTERECTOMÍA SUBTOTAL O SUPRACERVICAL SOD,684000,quirurgico,150.0,
684101,HISTERECTOMÍA TOTAL ABDOMINAL AMPLIADA CON VAGINECTOMIA PARCIAL,683100,quirurgico,170.0,
684010,"HISTERECTOMÍA TOTAL, CON CERVICECTOMIA, REMOCION DE VEJIGA, TRANSPLANTE URETERAL Y/O RESECCION ABDOMINOPERINEAL DE COLON Y RECTO Y COLOSTOMIA O CUALQUIER COMBINACION ANTERIOR.",684101,quirurgico,340.0,
686100,HISTERECTOMÍA RADICAL MODIFICADA [OPERACIÓN DE WERTHEIM] SOD (384),684010,quirurgico,180.0,
685100,HISTERECTOMÍA VAGINAL SOD,686100,quirurgico,150.0,
685130,HISTERECTOMÍA VAGINAL CON REPARACION PLASTICA DE VAGINA Y COLPORRAFIA ANTERIOR Y POSTERIOR,685100,quirurgico,160.0,
685110,HISTERECTOMÍA VAGINAL CON COLPOURETROCISTOPEXIA,685130,quirurgico,160.0,
685120,HISTERECTOMÍA VAGINAL CON REPARACION DE ENTEROCELE,685110,quirurgico,160.0,
687000,HISTERECTOMÍA RADICAL VAGINAL [ OPERACIÓN DE SCHAUTA] SOD,685120,quirurgico,250.0,
691301,SECCIÓN DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VIA LAPAROTOMIA,687000,quirurgico,50.0,
699120,IMPLANTACION INTRAUTERINA DE PLATINAS RADIOACTIVAS,549201,quirurgico,40.0,
701201,COLPOTOMIA CON EXPLORACION,11501,quirurgico,45.0,
701420,DRENAJE DE COLECCIÓN DE FONDO DE SACO (CUPULA VAGINAL),701201,quirurgico,50.0,
703200,ESCISIÓN O ABLACIÓN DE LESION O TEJIDO EN FONDO DE SACO SOD,701420,quirurgico,50.0,
701202,COLPOTOMIA CON DRENAJE DE COLECCIÓN PELVICA,703200,quirurgico,85.0,
701300,LIBERACIÓN-LISIS DE ADHERENCIAS INTRALUMINALES EN VAGINA SOD,701202,quirurgico,30.0,
701410,SECCIÓN O INCISION DE TABIQUE VAGINAL,701300,quirurgico,60.0,
703310,RESECCION DEL TABIQUE VAGINAL,701410,quirurgico,60.0,
710100,LISIS DE ADHERENCIAS EN VULVA SOD,703310,quirurgico,30.0,
701430,VAGINOPERINEOTOMÍA (221),710100,quirurgico,30.0,
703330,RESECCIÓN PARCIAL DE VAGINA O ESCISIÓN DE MANGUITO VAGINAL,11520,quirurgico,60.0,
704100,VAGINECTOMÍA O COLPECTOMIA TOTAL SOD,703330,quirurgico,100.0,
708100,OBLITERACIÓN Y ESCISIÓN LOCAL DE VAGINA (COLPOCLEISIS) SOD,704100,quirurgico,90.0,
703100,HIMENECTOMÍA O HIMENOTOMIA SOD,708100,quirurgico,30.0,
707600,HIMENORRAFIA O HIMENOPLASTIA SOD,703100,quirurgico,30.0,
703321,RESECCIÓN DE LESION BENIGNA EN TERCIO SUPERIOR DE VAGINA (87),707600,quirurgico,70.0,
703340,RESECCIÓN DE TUMOR MALIGNO DE VAGINA,703321,quirurgico,95.0,
703320,RESECCIÓN DE LESION BENIGNA EN TERCIO MEDIO O INFERIOR DE VAGINA (87),703340,quirurgico,50.0,
568440,FISTULECTOMÍA VESICO-URETERO-VAGINAL Y REIMPLANTE URETERAL,703320,quirurgico,215.0,
707510,CIERRE DE FISTULA URETROVAGINAL O VESICO VAGINAL SOD,568440,quirurgico,135.0,
709100,EXTRACCIÓN DE CUERPO EXTRAÑO EN VAGINA CON INCISIÓN SOD,707510,quirurgico,20.0,
707930,CORECCIÓN DE SENO UROGENITAL,709100,quirurgico,180.0,
706101,VAGINOPLASTIA POR VIA ABDOMINAL,707930,quirurgico,220.0,
706102,VAGINOPLASTIA POR VIA PERINEAL,706101,quirurgico,130.0,
706103,VAGINOPLASTIA POR VIA ABDOMINOPERINEAL,706102,quirurgico,300.0,
705110,COLPORRAFIA ANTERIOR CON PLASTIA O REPARACIÓN DE URETROCELE,706103,quirurgico,70.0,
705210,COLPORRAFIA POSTERIOR,705110,quirurgico,50.0,
709220,REPARACION DE ENTEROCELE VIA VAGINAL,705210,quirurgico,70.0,
705301,COLPORRAFIA ANTERIOR Y POSTERIOR,709220,quirurgico,90.0,
705303,COLPORRAFIA ANTERIOR Y POSTERIOR CON AMPUTACION DE CUELLO [MANCHESTER-FOTHERGILL],705301,quirurgico,105.0,
705302,COLPORRAFIA ANTERIOR Y POSTERIOR CON REPARACION DE ENTEROCELE,705303,quirurgico,130.0,
707701,COLPOPEXIA POR LAPAROTOMÍA,705302,quirurgico,140.0,
707702,COLPOPEXIA VIA VAGINAL,707701,quirurgico,140.0,
597940,URETROCOLPOPEXIA VIA VAGINAL O ABDOMINAL,707702,quirurgico,150.0,
597941,URETROCOLPOPEXIA REPRODUCIDA VIA VAGINAL O ABDOMINAL,597940,quirurgico,170.0,
709230,REPARACION DE ENTEROCELE VIA ABDOMINAL,597941,quirurgico,140.0,
717920,SUTURA DE DESGARRO O LACERACION NO OBSTETRICA RECIENTE QUE INVOLUCRA VULVA O PERINE (MUCOSA Y/O MUSCULO) ( GRADO I-II),709230,quirurgico,50.0,
707120,REPARACION DE DESGARRO VAGINAL NO OBSTETRICO GRADO III (RECTOVAGINAL CON COMPROMISO DE ESFINTER ANAL),717920,quirurgico,70.0,
707130,REPARACION DE DESGARRO VAGINAL NO OBSTETRICO GRADO IV (ESTALLIDO DE VEJIGA CON O SIN EVISCERACION),707120,quirurgico,110.0,
706000,RECONSTRUCCIÓN DE VAGINA SOD,707130,quirurgico,150.0,
707200,CORRECCIÓN DE FÍSTULA COLOVAGINAL (CECOVAGINAL) SOD,706000,quirurgico,130.0,
707300,CORRECCION DE FISTULA RECTOVAGINAL Y/O PERINEAL SOD,707200,quirurgico,150.0,
707400,CORRECCIÓN DE OTRAS FÍSTULAS VAGINOINTESTINALES SOD,707300,quirurgico,130.0,
717200,CORRECCIÓN DE FÍSTULA DE VULVA O PERINÉ SOD,707400,quirurgico,90.0,
710921,INCISION Y DRENAJE DE COLECCIÓN DE VULVA O DE GLANDULA DE SKENE,11601,quirurgico,20.0,
712100,ASPIRACIÓN CON AGUJA DE LAS GLÁNDULAS DE BARTHOLIN(QUISTE) SOD,710921,quirurgico,20.0,
712200,INCISIÓN Y DRENAJE DE LA GLÁNDULA DE BARTHOLIN (QUISTE) SOD,712100,quirurgico,20.0,
718100,EXTRACCIÓN DE CUERPO EXTRAÑO DE VULVA Y/O PERINÉ CON INCISIÓN SOD,712200,quirurgico,20.0,
717300,DRENAJE DE COLECCIÓN VULVOPERINEAL SOD,718100,quirurgico,40.0,
863103,"RESECCIÓN DE LESIONES CUTANEAS POR CAUTERIZACIÓN, FULGURACIÓN O CRIOTERAPIA EN AREA ESPECIAL, HASTA TRES LESIONES",717300,quirurgico,20.0,
863104,"RESECCIÓN DE LESIONES CUTANEAS POR CAUTERIZACIÓN, FULGURACIÓN O CRIOTERAPIA EN AREA ESPECIAL, ENTRE TRES A DIEZ LESIONES",863103,quirurgico,25.0,
863105,"RESECCIÓN DE LESIONES CUTANEAS POR CAUTERIZACIÓN, FULGURACIÓN O CRIOTERAPIA EN AREA ESPECIAL, MAS DE DIEZ LESIONES",863104,quirurgico,30.0,
713500,RESECCIÓN GRANULOMA VULVO-PERINEAL SOD,863105,quirurgico,20.0,
713400,RESECCIÓN DE ENDOMETRIOMA PERINEAL SOD (108),713500,quirurgico,30.0,
712401,RESECCION DE GLANDULA DE BARTHOLIN (BARTHOLINECTOMIA),713400,quirurgico,55.0,
